Experiment,rev,typ,Created,parent,State,sharpe_ratio,stdev,ir2,sortino_ratio,start,end,sharpe_ratio_full,stdev_full,ir2_full,sortino_ratio_full,start_full,end_full,general.asset,general.tfmin,general.performance_stat,general.datapath,general.raw_data,strategy.param.path,wf.param.path,wf.train_length,wf.test_length,wf.day_clip_front,wf.day_clip_back,master\data-raw\data_test_20180101_20190930.csv,master\data-wip\01_converted_to_xts.rds,master\data-wip\1\60\02_downsampled.rds,master\data-wip\1\60\03_precalculated.rds,master\data-wip\1\60\04_positions.rds,master\data-wip\1\60\05_pnl.rds,master\data-wip\1\60\06_wf_indexes.rds,master\data-wip\1\60\07_wf_metrics.rds,master\data-wip\1\60\08_wf_best_params.rds,master\rcode\01_convert_to_xts.r,master\rcode\05_calculate_pnl.r,master\rcode\06_wf_calculate_indexes.r,master\rcode\07_wf_calculate_metrics.r,master\rcode\08_wf_select_best_params.r,master\rcode\09_wf_eval_test.r,master\rcode\logic\WfHelper.r,master\rcode\logic\WfHelper.yaml,master\rcode\logic\helpers\data_helper.r,master\rcode\logic\helpers\metrics_helper.r,master\rcode\logic\strategy.r,master\rcode\logic\strategy_param.yaml
wroth-loge,a3b51a7,branch_commit,2023-12-16T14:53:53,,,0.8591138,0.0080902,1.5894098,1.2157252,start 2018-02-08 00:59:00,end 2019-09-01 23:59:00,0.7930915,0.0085461,1.5258024,1.1185386,start 2018-01-19 07:59:00,end 2019-09-27 06:59:00,1,60,sharpe,./master/data-wip,master/data-raw/data_test_20180101_20190930.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,10,28,37,30,a0274a73bfe042de8649f94190dfaaa6,b4b61b05b1df7f1497426998966033ac,636096579e87adbadd84130ee17edb46,c0eda3ee2ee9e7b51927dae13658ef2c,8ff92e13f904e863be5273195993d823,3d7fb0bb286c58aa76a0a8b704d1468e,ba07e6c930c41c2292cacc2bacbd8ec4,bd1c3ad167840ec89343c02648ef7250,b1face4e5287ed26c82e80b1d949d838,7234b769b0406eba54b493d221b76a1d,c50086c14e6cf330f06128d537e7aa36,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,fd7bb4e82f332ef272f63ffdf495ace7,549f5922b9ff99ab7c4a8e4ded46fef7,803dea85bc63eed422a48d86e3d27575,b8af715d2f84a4c64c13d9beecd36750,74913fb30fe667030d2f26c329ef48ec,7193868d42cf8a3484c71708be3f97c9,c8d1c328f00399577ab3b3629ec90249
jaggy-adze,b019254,branch_commit,2023-12-16T14:52:58,,,1.1155368,0.008089,2.9042953,1.5970751,start 2018-02-08 00:59:00,end 2019-09-01 23:59:00,0.8543259,0.0085292,1.7469361,1.2106556,start 2018-01-19 07:59:00,end 2019-09-20 06:59:00,1,60,sharpe,./master/data-wip,master/data-raw/data_test_20180101_20190930.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,10,21,37,30,a0274a73bfe042de8649f94190dfaaa6,b4b61b05b1df7f1497426998966033ac,636096579e87adbadd84130ee17edb46,c0eda3ee2ee9e7b51927dae13658ef2c,8ff92e13f904e863be5273195993d823,3d7fb0bb286c58aa76a0a8b704d1468e,ec2d3a3c1dad645f7d2a161dee454c2a,3758968b96f0aa88dd198c3a6147117a,9af84137ba32a9e430dffb554ecd5589,7234b769b0406eba54b493d221b76a1d,c50086c14e6cf330f06128d537e7aa36,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,fd7bb4e82f332ef272f63ffdf495ace7,549f5922b9ff99ab7c4a8e4ded46fef7,803dea85bc63eed422a48d86e3d27575,b8af715d2f84a4c64c13d9beecd36750,74913fb30fe667030d2f26c329ef48ec,7193868d42cf8a3484c71708be3f97c9,c8d1c328f00399577ab3b3629ec90249
farci-eyot,c559f86,branch_commit,2023-12-16T14:51:59,,,0.9153372,0.0080879,1.5092449,1.3007508,start 2018-02-08 00:59:00,end 2019-09-01 23:59:00,0.8456416,0.0085441,1.4680641,1.1969496,start 2018-01-19 07:59:00,end 2019-09-27 06:59:00,1,60,sharpe,./master/data-wip,master/data-raw/data_test_20180101_20190930.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,10,14,37,30,a0274a73bfe042de8649f94190dfaaa6,b4b61b05b1df7f1497426998966033ac,636096579e87adbadd84130ee17edb46,c0eda3ee2ee9e7b51927dae13658ef2c,8ff92e13f904e863be5273195993d823,3d7fb0bb286c58aa76a0a8b704d1468e,7110e9fcf4e9f99fea2276afc9121bb2,4ea7e9a489b0238512c796e3ea9803c3,c90f4a104c26b4f0913309b6c7e8d27e,7234b769b0406eba54b493d221b76a1d,c50086c14e6cf330f06128d537e7aa36,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,fd7bb4e82f332ef272f63ffdf495ace7,549f5922b9ff99ab7c4a8e4ded46fef7,803dea85bc63eed422a48d86e3d27575,b8af715d2f84a4c64c13d9beecd36750,74913fb30fe667030d2f26c329ef48ec,7193868d42cf8a3484c71708be3f97c9,c8d1c328f00399577ab3b3629ec90249
stiff-lamb,9ce3dcb,branch_commit,2023-12-16T14:51:03,,,0.8677834,0.0080881,1.3702125,1.2288974,start 2018-02-08 00:59:00,end 2019-09-01 23:59:00,0.4713578,0.0085221,0.3879414,0.662218,start 2018-01-19 07:59:00,end 2019-09-21 06:59:00,1,60,sharpe,./master/data-wip,master/data-raw/data_test_20180101_20190930.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,10,10,37,30,a0274a73bfe042de8649f94190dfaaa6,b4b61b05b1df7f1497426998966033ac,636096579e87adbadd84130ee17edb46,c0eda3ee2ee9e7b51927dae13658ef2c,8ff92e13f904e863be5273195993d823,3d7fb0bb286c58aa76a0a8b704d1468e,1cb31d1cbc1b9dd756443ae94dbc4527,5892ca50b83b1d6fd19efcc376a07c01,423ea99d1d4399df782a0e60d4907539,7234b769b0406eba54b493d221b76a1d,c50086c14e6cf330f06128d537e7aa36,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,fd7bb4e82f332ef272f63ffdf495ace7,549f5922b9ff99ab7c4a8e4ded46fef7,803dea85bc63eed422a48d86e3d27575,b8af715d2f84a4c64c13d9beecd36750,74913fb30fe667030d2f26c329ef48ec,7193868d42cf8a3484c71708be3f97c9,c8d1c328f00399577ab3b3629ec90249
lumpy-cons,ed478bb,branch_commit,2023-12-16T14:50:01,,,1.0869037,0.0080884,2.1848924,1.5496253,start 2018-02-08 00:59:00,end 2019-09-01 23:59:00,1.0026961,0.0085447,2.119156,1.4246815,start 2018-01-19 07:59:00,end 2019-09-27 06:59:00,1,60,sharpe,./master/data-wip,master/data-raw/data_test_20180101_20190930.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,10,7,37,30,a0274a73bfe042de8649f94190dfaaa6,b4b61b05b1df7f1497426998966033ac,636096579e87adbadd84130ee17edb46,c0eda3ee2ee9e7b51927dae13658ef2c,8ff92e13f904e863be5273195993d823,3d7fb0bb286c58aa76a0a8b704d1468e,186c01f6c2d43832ba9c5cf2705e9afc,0836f54b2fdfd20d8a4c59168e4fa34c,35ce1b38bc1f901cdd57bc5f1324099d,7234b769b0406eba54b493d221b76a1d,c50086c14e6cf330f06128d537e7aa36,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,fd7bb4e82f332ef272f63ffdf495ace7,549f5922b9ff99ab7c4a8e4ded46fef7,803dea85bc63eed422a48d86e3d27575,b8af715d2f84a4c64c13d9beecd36750,74913fb30fe667030d2f26c329ef48ec,7193868d42cf8a3484c71708be3f97c9,c8d1c328f00399577ab3b3629ec90249
lunar-puku,53d0b87,branch_commit,2023-12-16T14:48:57,,,0.7317839,0.0080877,1.1452271,1.0383417,start 2018-02-08 00:59:00,end 2019-09-01 23:59:00,0.707017,0.0085406,1.2158661,1.0002818,start 2018-01-19 07:59:00,end 2019-09-26 06:59:00,1,60,sharpe,./master/data-wip,master/data-raw/data_test_20180101_20190930.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,10,5,37,30,a0274a73bfe042de8649f94190dfaaa6,b4b61b05b1df7f1497426998966033ac,636096579e87adbadd84130ee17edb46,c0eda3ee2ee9e7b51927dae13658ef2c,8ff92e13f904e863be5273195993d823,3d7fb0bb286c58aa76a0a8b704d1468e,b0b7105736729c45ac5c55cc19973b92,1b8eb43f9327fd07ae788a2f5fea7cb8,2f882c788def5601cc8188d5303c02a0,7234b769b0406eba54b493d221b76a1d,c50086c14e6cf330f06128d537e7aa36,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,fd7bb4e82f332ef272f63ffdf495ace7,549f5922b9ff99ab7c4a8e4ded46fef7,803dea85bc63eed422a48d86e3d27575,b8af715d2f84a4c64c13d9beecd36750,74913fb30fe667030d2f26c329ef48ec,7193868d42cf8a3484c71708be3f97c9,c8d1c328f00399577ab3b3629ec90249
scrap-ions,60f3484,branch_commit,2023-12-16T14:47:51,,,0.8504386,0.0080876,1.3732617,1.1992806,start 2018-02-08 00:59:00,end 2019-09-01 23:59:00,0.8471515,0.0085335,1.3887632,1.1953542,start 2018-01-19 07:59:00,end 2019-09-29 06:59:00,1,60,sharpe,./master/data-wip,master/data-raw/data_test_20180101_20190930.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,10,3,37,30,a0274a73bfe042de8649f94190dfaaa6,b4b61b05b1df7f1497426998966033ac,636096579e87adbadd84130ee17edb46,c0eda3ee2ee9e7b51927dae13658ef2c,8ff92e13f904e863be5273195993d823,3d7fb0bb286c58aa76a0a8b704d1468e,6a9c9befc2fb1db0a3af98a6f167ce58,09d145b278874335558f50f12c256163,2fb77edf9880fdb1afbda756ad417a55,7234b769b0406eba54b493d221b76a1d,c50086c14e6cf330f06128d537e7aa36,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,fd7bb4e82f332ef272f63ffdf495ace7,549f5922b9ff99ab7c4a8e4ded46fef7,803dea85bc63eed422a48d86e3d27575,b8af715d2f84a4c64c13d9beecd36750,74913fb30fe667030d2f26c329ef48ec,7193868d42cf8a3484c71708be3f97c9,c8d1c328f00399577ab3b3629ec90249
trade-shes,e857409,branch_commit,2023-12-16T14:46:24,,,0.735669,0.0080882,0.959236,1.041388,start 2018-02-08 00:59:00,end 2019-09-01 23:59:00,0.8203716,0.0085347,1.3622971,1.1619603,start 2018-01-19 07:59:00,end 2019-09-29 06:59:00,1,60,sharpe,./master/data-wip,master/data-raw/data_test_20180101_20190930.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,10,2,37,30,a0274a73bfe042de8649f94190dfaaa6,b4b61b05b1df7f1497426998966033ac,636096579e87adbadd84130ee17edb46,c0eda3ee2ee9e7b51927dae13658ef2c,8ff92e13f904e863be5273195993d823,3d7fb0bb286c58aa76a0a8b704d1468e,322b4af14c2f5624d1e6089201d3956e,1a47803a3fcf42f94e472dd8bc485e8b,b6b8b082a58f6b624cd4ef5b4bf1e579,7234b769b0406eba54b493d221b76a1d,c50086c14e6cf330f06128d537e7aa36,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,fd7bb4e82f332ef272f63ffdf495ace7,549f5922b9ff99ab7c4a8e4ded46fef7,803dea85bc63eed422a48d86e3d27575,b8af715d2f84a4c64c13d9beecd36750,74913fb30fe667030d2f26c329ef48ec,7193868d42cf8a3484c71708be3f97c9,c8d1c328f00399577ab3b3629ec90249
obese-kail,f0541ba,branch_commit,2023-12-16T14:45:08,,,0.5302968,0.0080874,0.5431637,0.7481576,start 2018-02-08 00:59:00,end 2019-09-01 23:59:00,0.3826779,0.0085305,0.3234304,0.537425,start 2018-01-19 07:59:00,end 2019-09-30 06:59:00,1,60,sharpe,./master/data-wip,master/data-raw/data_test_20180101_20190930.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,10,1,37,30,a0274a73bfe042de8649f94190dfaaa6,b4b61b05b1df7f1497426998966033ac,636096579e87adbadd84130ee17edb46,c0eda3ee2ee9e7b51927dae13658ef2c,8ff92e13f904e863be5273195993d823,3d7fb0bb286c58aa76a0a8b704d1468e,536cd6f799d8d6effa5a59078faf7942,a984db0ed28e6a1bf1a567bbdf7f8367,d8a7def0725b9227e1663a23b7af877b,7234b769b0406eba54b493d221b76a1d,c50086c14e6cf330f06128d537e7aa36,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,fd7bb4e82f332ef272f63ffdf495ace7,549f5922b9ff99ab7c4a8e4ded46fef7,803dea85bc63eed422a48d86e3d27575,b8af715d2f84a4c64c13d9beecd36750,74913fb30fe667030d2f26c329ef48ec,7193868d42cf8a3484c71708be3f97c9,c8d1c328f00399577ab3b3629ec90249
crash-taka,a1c09d7,branch_commit,2023-12-16T14:43:24,,,1.252376,0.00809,4.6217638,1.7989985,start 2018-02-08 00:59:00,end 2019-09-01 23:59:00,1.0748383,0.00875,2.1608575,1.5315934,start 2018-01-16 07:59:00,end 2019-09-24 06:59:00,1,60,sharpe,./master/data-wip,master/data-raw/data_test_20180101_20190930.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,7,28,37,30,a0274a73bfe042de8649f94190dfaaa6,b4b61b05b1df7f1497426998966033ac,636096579e87adbadd84130ee17edb46,c0eda3ee2ee9e7b51927dae13658ef2c,8ff92e13f904e863be5273195993d823,3d7fb0bb286c58aa76a0a8b704d1468e,b77795e6add1e7998c5daef8fcf05fea,0cc2c30b600c75e87eeda94c0bf18152,a3d844e435080d1608becb7e2eb2310d,7234b769b0406eba54b493d221b76a1d,c50086c14e6cf330f06128d537e7aa36,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,fd7bb4e82f332ef272f63ffdf495ace7,549f5922b9ff99ab7c4a8e4ded46fef7,803dea85bc63eed422a48d86e3d27575,b8af715d2f84a4c64c13d9beecd36750,74913fb30fe667030d2f26c329ef48ec,7193868d42cf8a3484c71708be3f97c9,c8d1c328f00399577ab3b3629ec90249
dirty-cull,14fbd31,branch_commit,2023-12-16T14:42:32,,,0.9395686,0.0080888,1.2244895,1.3389828,start 2018-02-08 00:59:00,end 2019-09-01 23:59:00,0.6525383,0.0087895,0.6844926,0.9228161,start 2018-01-16 07:59:00,end 2019-09-17 06:59:00,1,60,sharpe,./master/data-wip,master/data-raw/data_test_20180101_20190930.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,7,21,37,30,a0274a73bfe042de8649f94190dfaaa6,b4b61b05b1df7f1497426998966033ac,636096579e87adbadd84130ee17edb46,c0eda3ee2ee9e7b51927dae13658ef2c,8ff92e13f904e863be5273195993d823,3d7fb0bb286c58aa76a0a8b704d1468e,7eb947d33e68a46312ec7ce9ed3b3f30,46a4b3cd2947a2601964965f6b4e7bf3,b4f939e311a7e5611a1b5f1fc1dfa7d8,7234b769b0406eba54b493d221b76a1d,c50086c14e6cf330f06128d537e7aa36,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,fd7bb4e82f332ef272f63ffdf495ace7,549f5922b9ff99ab7c4a8e4ded46fef7,803dea85bc63eed422a48d86e3d27575,b8af715d2f84a4c64c13d9beecd36750,74913fb30fe667030d2f26c329ef48ec,7193868d42cf8a3484c71708be3f97c9,c8d1c328f00399577ab3b3629ec90249
naked-eyas,ecb79ca,branch_commit,2023-12-16T14:41:40,,,0.7682652,0.0080916,1.3085205,1.094034,start 2018-02-08 00:59:00,end 2019-09-01 23:59:00,0.6796772,0.0087511,0.8639538,0.9620134,start 2018-01-16 07:59:00,end 2019-09-24 06:59:00,1,60,sharpe,./master/data-wip,master/data-raw/data_test_20180101_20190930.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,7,14,37,30,a0274a73bfe042de8649f94190dfaaa6,b4b61b05b1df7f1497426998966033ac,636096579e87adbadd84130ee17edb46,c0eda3ee2ee9e7b51927dae13658ef2c,8ff92e13f904e863be5273195993d823,3d7fb0bb286c58aa76a0a8b704d1468e,8eee6da9cbf3e1537d60be331fe97cf2,e1a45ac3a7eef7968bfeaf2d09c701a4,329b1d059147e8039282964eb9882b97,7234b769b0406eba54b493d221b76a1d,c50086c14e6cf330f06128d537e7aa36,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,fd7bb4e82f332ef272f63ffdf495ace7,549f5922b9ff99ab7c4a8e4ded46fef7,803dea85bc63eed422a48d86e3d27575,b8af715d2f84a4c64c13d9beecd36750,74913fb30fe667030d2f26c329ef48ec,7193868d42cf8a3484c71708be3f97c9,c8d1c328f00399577ab3b3629ec90249
mired-kids,5271f71,branch_commit,2023-12-16T14:40:48,,,0.6912724,0.008088,0.731246,0.9742665,start 2018-02-08 00:59:00,end 2019-09-01 23:59:00,0.4446443,0.008782,0.3322111,0.6256119,start 2018-01-16 07:59:00,end 2019-09-28 06:59:00,1,60,sharpe,./master/data-wip,master/data-raw/data_test_20180101_20190930.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,7,10,37,30,a0274a73bfe042de8649f94190dfaaa6,b4b61b05b1df7f1497426998966033ac,636096579e87adbadd84130ee17edb46,c0eda3ee2ee9e7b51927dae13658ef2c,8ff92e13f904e863be5273195993d823,3d7fb0bb286c58aa76a0a8b704d1468e,cfc4b9467a0509e3d08b1f9f12184145,64b9c4634a7ca24470d5a109fee230e3,a550a7650411da7ac22f26799aa13146,7234b769b0406eba54b493d221b76a1d,c50086c14e6cf330f06128d537e7aa36,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,fd7bb4e82f332ef272f63ffdf495ace7,549f5922b9ff99ab7c4a8e4ded46fef7,803dea85bc63eed422a48d86e3d27575,b8af715d2f84a4c64c13d9beecd36750,74913fb30fe667030d2f26c329ef48ec,7193868d42cf8a3484c71708be3f97c9,c8d1c328f00399577ab3b3629ec90249
filar-leks,2e8412b,branch_commit,2023-12-16T14:39:54,,,0.543806,0.0080904,0.5031136,0.7667126,start 2018-02-08 00:59:00,end 2019-09-01 23:59:00,0.4652236,0.0087499,0.429615,0.6545034,start 2018-01-16 07:59:00,end 2019-09-24 06:59:00,1,60,sharpe,./master/data-wip,master/data-raw/data_test_20180101_20190930.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,7,7,37,30,a0274a73bfe042de8649f94190dfaaa6,b4b61b05b1df7f1497426998966033ac,636096579e87adbadd84130ee17edb46,c0eda3ee2ee9e7b51927dae13658ef2c,8ff92e13f904e863be5273195993d823,3d7fb0bb286c58aa76a0a8b704d1468e,42651ff55168846bf23c36eecef4faf5,8179378a5a4d8e651819b2b9f558f61f,581f4264e8c0df4f1987fab06e9aad96,7234b769b0406eba54b493d221b76a1d,c50086c14e6cf330f06128d537e7aa36,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,fd7bb4e82f332ef272f63ffdf495ace7,549f5922b9ff99ab7c4a8e4ded46fef7,803dea85bc63eed422a48d86e3d27575,b8af715d2f84a4c64c13d9beecd36750,74913fb30fe667030d2f26c329ef48ec,7193868d42cf8a3484c71708be3f97c9,c8d1c328f00399577ab3b3629ec90249
unwed-book,9af4c0f,branch_commit,2023-12-16T14:38:59,,,0.3942606,0.0080906,0.2042957,0.5523049,start 2018-02-08 00:59:00,end 2019-09-01 23:59:00,0.4187613,0.0087844,0.2318374,0.587551,start 2018-01-16 07:59:00,end 2019-09-28 06:59:00,1,60,sharpe,./master/data-wip,master/data-raw/data_test_20180101_20190930.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,7,5,37,30,a0274a73bfe042de8649f94190dfaaa6,b4b61b05b1df7f1497426998966033ac,636096579e87adbadd84130ee17edb46,c0eda3ee2ee9e7b51927dae13658ef2c,8ff92e13f904e863be5273195993d823,3d7fb0bb286c58aa76a0a8b704d1468e,dcfb4dfdf604e51a10ffeafbb359827d,845fd7a7182d73d53271fdefe843076a,c6d0ab1bb29cd368d42e5662eb75a98b,7234b769b0406eba54b493d221b76a1d,c50086c14e6cf330f06128d537e7aa36,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,fd7bb4e82f332ef272f63ffdf495ace7,549f5922b9ff99ab7c4a8e4ded46fef7,803dea85bc63eed422a48d86e3d27575,b8af715d2f84a4c64c13d9beecd36750,74913fb30fe667030d2f26c329ef48ec,7193868d42cf8a3484c71708be3f97c9,c8d1c328f00399577ab3b3629ec90249
uncut-bite,2999426,branch_commit,2023-12-16T14:38:00,,,0.7196143,0.0080893,0.8302571,1.0146536,start 2018-02-08 00:59:00,end 2019-09-01 23:59:00,0.5566551,0.0087768,0.4978831,0.7852855,start 2018-01-16 07:59:00,end 2019-09-29 06:59:00,1,60,sharpe,./master/data-wip,master/data-raw/data_test_20180101_20190930.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,7,3,37,30,a0274a73bfe042de8649f94190dfaaa6,b4b61b05b1df7f1497426998966033ac,636096579e87adbadd84130ee17edb46,c0eda3ee2ee9e7b51927dae13658ef2c,8ff92e13f904e863be5273195993d823,3d7fb0bb286c58aa76a0a8b704d1468e,ae33f1dbdec0c0f6fd2aae4a247e69cd,b0a7a5435e06e0cde74cb3226900f5ab,3b70ad9b6a7c7a142a244218d605494e,7234b769b0406eba54b493d221b76a1d,c50086c14e6cf330f06128d537e7aa36,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,fd7bb4e82f332ef272f63ffdf495ace7,549f5922b9ff99ab7c4a8e4ded46fef7,803dea85bc63eed422a48d86e3d27575,b8af715d2f84a4c64c13d9beecd36750,74913fb30fe667030d2f26c329ef48ec,7193868d42cf8a3484c71708be3f97c9,c8d1c328f00399577ab3b3629ec90249
gluey-mobs,8f12b79,branch_commit,2023-12-16T14:36:50,,,0.6519776,0.0080894,0.6924504,0.9194411,start 2018-02-08 00:59:00,end 2019-09-01 23:59:00,0.6024572,0.0087726,0.6624317,0.8509516,start 2018-01-16 07:59:00,end 2019-09-30 06:59:00,1,60,sharpe,./master/data-wip,master/data-raw/data_test_20180101_20190930.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,7,2,37,30,a0274a73bfe042de8649f94190dfaaa6,b4b61b05b1df7f1497426998966033ac,636096579e87adbadd84130ee17edb46,c0eda3ee2ee9e7b51927dae13658ef2c,8ff92e13f904e863be5273195993d823,3d7fb0bb286c58aa76a0a8b704d1468e,9e287d39db36179722bd2232be25e212,55ba32f9adfa4a7fc830c4e47b2746ab,3865c8748d6e3ed7e2c78c8746657a18,7234b769b0406eba54b493d221b76a1d,c50086c14e6cf330f06128d537e7aa36,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,fd7bb4e82f332ef272f63ffdf495ace7,549f5922b9ff99ab7c4a8e4ded46fef7,803dea85bc63eed422a48d86e3d27575,b8af715d2f84a4c64c13d9beecd36750,74913fb30fe667030d2f26c329ef48ec,7193868d42cf8a3484c71708be3f97c9,c8d1c328f00399577ab3b3629ec90249
dazed-rift,3f3eb9a,branch_commit,2023-12-16T14:35:39,,,0.7941279,0.0080895,1.4541843,1.1304375,start 2018-02-08 00:59:00,end 2019-09-01 23:59:00,0.6872663,0.0087732,1.1172493,0.9765876,start 2018-01-16 07:59:00,end 2019-09-30 06:59:00,1,60,sharpe,./master/data-wip,master/data-raw/data_test_20180101_20190930.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,7,1,37,30,a0274a73bfe042de8649f94190dfaaa6,b4b61b05b1df7f1497426998966033ac,636096579e87adbadd84130ee17edb46,c0eda3ee2ee9e7b51927dae13658ef2c,8ff92e13f904e863be5273195993d823,3d7fb0bb286c58aa76a0a8b704d1468e,9182a77e7660d23144689a3876804a09,190f5b6b81a4ab10fbfa730fa4ebf9ff,eb26f880c4cafe9d1f2b3ece9c1dab97,7234b769b0406eba54b493d221b76a1d,c50086c14e6cf330f06128d537e7aa36,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,fd7bb4e82f332ef272f63ffdf495ace7,549f5922b9ff99ab7c4a8e4ded46fef7,803dea85bc63eed422a48d86e3d27575,b8af715d2f84a4c64c13d9beecd36750,74913fb30fe667030d2f26c329ef48ec,7193868d42cf8a3484c71708be3f97c9,c8d1c328f00399577ab3b3629ec90249
tubal-lees,90d5510,branch_commit,2023-12-16T14:34:00,,,1.1647654,0.0080883,3.7999847,1.6462354,start 2018-02-08 00:59:00,end 2019-09-01 23:59:00,1.0182772,0.0087734,1.9446061,1.4334239,start 2018-01-14 07:59:00,end 2019-09-22 06:59:00,1,60,sharpe,./master/data-wip,master/data-raw/data_test_20180101_20190930.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,5,28,37,30,a0274a73bfe042de8649f94190dfaaa6,b4b61b05b1df7f1497426998966033ac,636096579e87adbadd84130ee17edb46,c0eda3ee2ee9e7b51927dae13658ef2c,8ff92e13f904e863be5273195993d823,3d7fb0bb286c58aa76a0a8b704d1468e,3905282213cf3fb2a668be57d2537a99,c7497195887aee443f21b033f34bb314,d75f3b2ea43ed4ae240653ff5123b638,7234b769b0406eba54b493d221b76a1d,c50086c14e6cf330f06128d537e7aa36,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,fd7bb4e82f332ef272f63ffdf495ace7,549f5922b9ff99ab7c4a8e4ded46fef7,803dea85bc63eed422a48d86e3d27575,b8af715d2f84a4c64c13d9beecd36750,74913fb30fe667030d2f26c329ef48ec,7193868d42cf8a3484c71708be3f97c9,c8d1c328f00399577ab3b3629ec90249
