Experiment,rev,typ,Created,parent,sharpe_ratio,stdev,ir2,sortino_ratio,start,end,sharpe_ratio_full,stdev_full,ir2_full,sortino_ratio_full,start_full,end_full,general.asset,general.tfmin,general.performance_stat,general.datapath,general.raw_data,strategy.param.path,wf.param.path,wf.train_length,wf.test_length,wf.day_clip_front,wf.day_clip_back,master\data-raw\train_3mln.csv,master\data-wip\01_converted_to_xts.rds,master\data-wip\1\60\02_downsampled.rds,master\data-wip\1\60\03_precalculated.rds,master\data-wip\1\60\04_positions.rds,master\data-wip\1\60\05_pnl.rds,master\data-wip\1\60\06_wf_indexes.rds,master\data-wip\1\60\07_wf_metrics.rds,master\data-wip\1\60\08_wf_best_params.rds,master\rcode\01_convert_to_xts.r,master\rcode\05_calculate_pnl.r,master\rcode\06_wf_calculate_indexes.r,master\rcode\07_wf_calculate_metrics.r,master\rcode\08_wf_select_best_params.r,master\rcode\09_wf_eval_test.r,master\rcode\logic\WfHelper.r,master\rcode\logic\WfHelper.yaml,master\rcode\logic\helpers\data_helper.r,master\rcode\logic\helpers\metrics_helper.r,master\rcode\logic\strategy.r,master\rcode\logic\strategy_param.yaml
upset-hugs,b126122,branch_commit,2023-11-06T15:44:53,,1.0423441,0.0074611,0.9450096,1.5128337,start 2018-03-23 00:59:00,end 2018-08-04 23:59:00,0.7827686,0.0082266,0.8052596,1.1269097,start 2018-02-27 01:59:00,end 2018-08-31 00:59:00,1,60,sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,5,5,37,30,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,2bd86fb5dd551e829c51d84307e18472,5f6963fa0033b4328ffd092283c7969e,7897560da77dea7bd205479e9a96790b,95c3db75ead4c3d046348a18624c39de,c5abdc51562a425c7d8c9ca400d0d61d,d51d203592779f5dab0d6296b95493f7,682daa4286d3b12cf41cee9280e46006,7234b769b0406eba54b493d221b76a1d,56717d335e824e62469e26821b438442,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,5d5702a88dc582dbe54c2ebb76c9b218,ded5c5ddc6bc143258b20bfd83c37c4f,803dea85bc63eed422a48d86e3d27575,a71c41977f231563d1490c414c232fd1,74913fb30fe667030d2f26c329ef48ec,a24e36c7c4cc70bc6ef55969d4078a12,c8d1c328f00399577ab3b3629ec90249

sworn-navy,84e7a9d,branch_commit,2023-11-06T15:44:27,,1.1554091,0.0074604,0.8853769,1.684044,start 2018-03-23 00:59:00,end 2018-08-04 23:59:00,0.5841422,0.0082104,0.3431442,0.8379194,start 2018-02-27 01:59:00,end 2018-09-01 00:59:00,1,60,sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,5,3,37,30,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,2bd86fb5dd551e829c51d84307e18472,5f6963fa0033b4328ffd092283c7969e,7897560da77dea7bd205479e9a96790b,95c3db75ead4c3d046348a18624c39de,2b62e18d31ad6a86592e809177335ec7,794cc71c09e2f2427465eca87f8c83f4,b9c8f9c792393ab83f91b7dbcab2990b,7234b769b0406eba54b493d221b76a1d,56717d335e824e62469e26821b438442,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,5d5702a88dc582dbe54c2ebb76c9b218,ded5c5ddc6bc143258b20bfd83c37c4f,803dea85bc63eed422a48d86e3d27575,a71c41977f231563d1490c414c232fd1,74913fb30fe667030d2f26c329ef48ec,a24e36c7c4cc70bc6ef55969d4078a12,c8d1c328f00399577ab3b3629ec90249

algal-jigs,a21c6b6,branch_commit,2023-11-06T15:43:58,,1.4421454,0.0074624,1.9274329,2.1030611,start 2018-03-23 00:59:00,end 2018-08-04 23:59:00,0.6849706,0.0082117,0.4550188,0.9845824,start 2018-02-27 01:59:00,end 2018-09-01 00:59:00,1,60,sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,5,2,37,30,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,2bd86fb5dd551e829c51d84307e18472,5f6963fa0033b4328ffd092283c7969e,7897560da77dea7bd205479e9a96790b,95c3db75ead4c3d046348a18624c39de,b7753137a7b7ac8bcee357536c41e763,e5cb1917ab329d3893896589baf0dfaf,fc3d9aeaffe176ca847cefe3ee5ef6e5,7234b769b0406eba54b493d221b76a1d,56717d335e824e62469e26821b438442,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,5d5702a88dc582dbe54c2ebb76c9b218,ded5c5ddc6bc143258b20bfd83c37c4f,803dea85bc63eed422a48d86e3d27575,a71c41977f231563d1490c414c232fd1,74913fb30fe667030d2f26c329ef48ec,a24e36c7c4cc70bc6ef55969d4078a12,c8d1c328f00399577ab3b3629ec90249

ferny-lira,c97a6e4,branch_commit,2023-11-06T15:43:27,,1.2008574,0.0074621,1.140736,1.7460207,start 2018-03-23 00:59:00,end 2018-08-04 23:59:00,0.7058256,0.0081948,0.5037185,1.0149251,start 2018-02-27 01:59:00,end 2018-09-02 00:59:00,1,60,sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,5,1,37,30,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,2bd86fb5dd551e829c51d84307e18472,5f6963fa0033b4328ffd092283c7969e,7897560da77dea7bd205479e9a96790b,95c3db75ead4c3d046348a18624c39de,901e00c03eb42c7ba9febb34be531eee,1f739dae3f1c10b32e13e798b5f81588,a254ffdeb90fbf5e51b5543725662b8c,7234b769b0406eba54b493d221b76a1d,56717d335e824e62469e26821b438442,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,5d5702a88dc582dbe54c2ebb76c9b218,ded5c5ddc6bc143258b20bfd83c37c4f,803dea85bc63eed422a48d86e3d27575,a71c41977f231563d1490c414c232fd1,74913fb30fe667030d2f26c329ef48ec,a24e36c7c4cc70bc6ef55969d4078a12,c8d1c328f00399577ab3b3629ec90249

boric-mung,e584f65,branch_commit,2023-11-06T15:42:49,,2.7142846,0.0074601,11.4360339,4.0311111,start 2018-03-23 00:59:00,end 2018-08-04 23:59:00,2.2178305,0.0084289,8.3551951,3.2187738,start 2018-02-25 01:59:00,end 2018-08-12 00:59:00,1,60,sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,3,28,37,30,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,2bd86fb5dd551e829c51d84307e18472,5f6963fa0033b4328ffd092283c7969e,7897560da77dea7bd205479e9a96790b,95c3db75ead4c3d046348a18624c39de,89c9909cf6b5fe9f16a0c28b90035895,61c11b666125ffacf82435b4cf1a7792,ccc4a9b6ea3d5ec895fea4d8a6a4af82,7234b769b0406eba54b493d221b76a1d,56717d335e824e62469e26821b438442,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,5d5702a88dc582dbe54c2ebb76c9b218,ded5c5ddc6bc143258b20bfd83c37c4f,803dea85bc63eed422a48d86e3d27575,a71c41977f231563d1490c414c232fd1,74913fb30fe667030d2f26c329ef48ec,a24e36c7c4cc70bc6ef55969d4078a12,c8d1c328f00399577ab3b3629ec90249

edged-sums,2a8b367,branch_commit,2023-11-06T15:42:23,,1.8388383,0.0074652,3.4474373,2.6797831,start 2018-03-23 00:59:00,end 2018-08-04 23:59:00,1.7247755,0.0082049,4.666912,2.487413,start 2018-02-25 01:59:00,end 2018-09-02 00:59:00,1,60,sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,3,21,37,30,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,2bd86fb5dd551e829c51d84307e18472,5f6963fa0033b4328ffd092283c7969e,7897560da77dea7bd205479e9a96790b,95c3db75ead4c3d046348a18624c39de,38df0083fa543da654e510671cb59847,7a36baf2e85957d2c8539fa7d5067549,c5a135cfe53d5e6477ed3033931b8116,7234b769b0406eba54b493d221b76a1d,56717d335e824e62469e26821b438442,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,5d5702a88dc582dbe54c2ebb76c9b218,ded5c5ddc6bc143258b20bfd83c37c4f,803dea85bc63eed422a48d86e3d27575,a71c41977f231563d1490c414c232fd1,74913fb30fe667030d2f26c329ef48ec,a24e36c7c4cc70bc6ef55969d4078a12,c8d1c328f00399577ab3b3629ec90249

stiff-ryas,a65a515,branch_commit,2023-11-06T15:41:57,,2.0415888,0.0074646,5.0475046,2.9977744,start 2018-03-23 00:59:00,end 2018-08-04 23:59:00,1.610491,0.0083186,4.5360744,2.3249885,start 2018-02-25 01:59:00,end 2018-08-26 00:59:00,1,60,sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,3,14,37,30,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,2bd86fb5dd551e829c51d84307e18472,5f6963fa0033b4328ffd092283c7969e,7897560da77dea7bd205479e9a96790b,95c3db75ead4c3d046348a18624c39de,abe751b8250c3b92e9c7d6f82ff21193,2a430c7b1e13b49b777ea46635c49045,93c0a0a0d58d187528779950ebe416ea,7234b769b0406eba54b493d221b76a1d,56717d335e824e62469e26821b438442,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,5d5702a88dc582dbe54c2ebb76c9b218,ded5c5ddc6bc143258b20bfd83c37c4f,803dea85bc63eed422a48d86e3d27575,a71c41977f231563d1490c414c232fd1,74913fb30fe667030d2f26c329ef48ec,a24e36c7c4cc70bc6ef55969d4078a12,c8d1c328f00399577ab3b3629ec90249

ceric-amyl,f6af4e1,branch_commit,2023-11-06T15:41:31,,1.6178805,0.0074642,3.0459247,2.3693813,start 2018-03-23 00:59:00,end 2018-08-04 23:59:00,1.0114933,0.008355,1.7768544,1.4532177,start 2018-02-25 01:59:00,end 2018-08-24 00:59:00,1,60,sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,3,10,37,30,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,2bd86fb5dd551e829c51d84307e18472,5f6963fa0033b4328ffd092283c7969e,7897560da77dea7bd205479e9a96790b,95c3db75ead4c3d046348a18624c39de,8df959689eac016dff0d882406ae2b8e,5f12f15e1ed35f753275a611a30b887b,0d3d0af61d5cdae8735726201b9eb2bf,7234b769b0406eba54b493d221b76a1d,56717d335e824e62469e26821b438442,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,5d5702a88dc582dbe54c2ebb76c9b218,ded5c5ddc6bc143258b20bfd83c37c4f,803dea85bc63eed422a48d86e3d27575,a71c41977f231563d1490c414c232fd1,74913fb30fe667030d2f26c329ef48ec,a24e36c7c4cc70bc6ef55969d4078a12,c8d1c328f00399577ab3b3629ec90249

pappy-peri,8442ae4,branch_commit,2023-11-06T15:41:05,,1.8780318,0.0074648,3.302491,2.7335232,start 2018-03-23 00:59:00,end 2018-08-04 23:59:00,1.1743715,0.008205,1.9871745,1.6800065,start 2018-02-25 01:59:00,end 2018-09-02 00:59:00,1,60,sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,3,7,37,30,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,2bd86fb5dd551e829c51d84307e18472,5f6963fa0033b4328ffd092283c7969e,7897560da77dea7bd205479e9a96790b,95c3db75ead4c3d046348a18624c39de,0d35287860aba11a111bdd5242f77cc4,c8888c7f54656142cd0ffd400812f736,6d5116cf125c863f21679d32b061d2b2,7234b769b0406eba54b493d221b76a1d,56717d335e824e62469e26821b438442,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,5d5702a88dc582dbe54c2ebb76c9b218,ded5c5ddc6bc143258b20bfd83c37c4f,803dea85bc63eed422a48d86e3d27575,a71c41977f231563d1490c414c232fd1,74913fb30fe667030d2f26c329ef48ec,a24e36c7c4cc70bc6ef55969d4078a12,c8d1c328f00399577ab3b3629ec90249

ample-cons,dfd37d4,branch_commit,2023-11-06T15:40:36,,0.7950838,0.0074614,0.4802062,1.1536617,start 2018-03-23 00:59:00,end 2018-08-04 23:59:00,0.237717,0.0082714,0.0652102,0.3400283,start 2018-02-25 01:59:00,end 2018-08-29 00:59:00,1,60,sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,3,5,37,30,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,2bd86fb5dd551e829c51d84307e18472,5f6963fa0033b4328ffd092283c7969e,7897560da77dea7bd205479e9a96790b,95c3db75ead4c3d046348a18624c39de,986e1f6ef178f0f2c8dc2969bb7bfc5d,39069fde812af0ebc298ddc2b12c4feb,442997eefdab78d1539b6480522ae0e2,7234b769b0406eba54b493d221b76a1d,56717d335e824e62469e26821b438442,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,5d5702a88dc582dbe54c2ebb76c9b218,ded5c5ddc6bc143258b20bfd83c37c4f,803dea85bc63eed422a48d86e3d27575,a71c41977f231563d1490c414c232fd1,74913fb30fe667030d2f26c329ef48ec,a24e36c7c4cc70bc6ef55969d4078a12,c8d1c328f00399577ab3b3629ec90249

older-hill,0871eff,branch_commit,2023-11-06T15:40:07,,1.5039223,0.0074613,2.0821555,2.191083,start 2018-03-23 00:59:00,end 2018-08-04 23:59:00,0.9140951,0.0082046,1.1841826,1.3173151,start 2018-02-25 01:59:00,end 2018-09-02 00:59:00,1,60,sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,3,3,37,30,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,2bd86fb5dd551e829c51d84307e18472,5f6963fa0033b4328ffd092283c7969e,7897560da77dea7bd205479e9a96790b,95c3db75ead4c3d046348a18624c39de,3feaeee1ee491e9089e6cb2253f4d477,4c354a1526fb2c0593fd1d64cda8724e,dcac80a78086d12eb1d9a7e5a797e926,7234b769b0406eba54b493d221b76a1d,56717d335e824e62469e26821b438442,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,5d5702a88dc582dbe54c2ebb76c9b218,ded5c5ddc6bc143258b20bfd83c37c4f,803dea85bc63eed422a48d86e3d27575,a71c41977f231563d1490c414c232fd1,74913fb30fe667030d2f26c329ef48ec,a24e36c7c4cc70bc6ef55969d4078a12,c8d1c328f00399577ab3b3629ec90249

lunar-zila,758f598,branch_commit,2023-11-06T15:39:37,,1.6534392,0.0074555,2.3009873,2.4219206,start 2018-03-23 00:59:00,end 2018-08-04 23:59:00,0.8828065,0.0082169,0.8360916,1.2722404,start 2018-02-25 01:59:00,end 2018-09-01 00:59:00,1,60,sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,3,2,37,30,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,2bd86fb5dd551e829c51d84307e18472,5f6963fa0033b4328ffd092283c7969e,7897560da77dea7bd205479e9a96790b,95c3db75ead4c3d046348a18624c39de,200e5abcba9886a91bcfbde461d77792,9856fd2a7501c5b968144138695cbc67,aa030c49ee114cc9af053c720dd6efc0,7234b769b0406eba54b493d221b76a1d,56717d335e824e62469e26821b438442,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,5d5702a88dc582dbe54c2ebb76c9b218,ded5c5ddc6bc143258b20bfd83c37c4f,803dea85bc63eed422a48d86e3d27575,a71c41977f231563d1490c414c232fd1,74913fb30fe667030d2f26c329ef48ec,a24e36c7c4cc70bc6ef55969d4078a12,c8d1c328f00399577ab3b3629ec90249

alike-shad,dd668e9,branch_commit,2023-11-06T15:39:04,,1.0955048,0.0074575,0.6777825,1.596823,start 2018-03-23 00:59:00,end 2018-08-04 23:59:00,0.450557,0.0082039,0.1765706,0.6466212,start 2018-02-25 01:59:00,end 2018-09-02 00:59:00,1,60,sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,3,1,37,30,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,2bd86fb5dd551e829c51d84307e18472,5f6963fa0033b4328ffd092283c7969e,7897560da77dea7bd205479e9a96790b,95c3db75ead4c3d046348a18624c39de,4598a2d17553fb564484feb2b8988654,e00bd783526cf95e21c5790915e521bb,dabd15ebead05763d3083a5719c0f7a2,7234b769b0406eba54b493d221b76a1d,56717d335e824e62469e26821b438442,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,5d5702a88dc582dbe54c2ebb76c9b218,ded5c5ddc6bc143258b20bfd83c37c4f,803dea85bc63eed422a48d86e3d27575,a71c41977f231563d1490c414c232fd1,74913fb30fe667030d2f26c329ef48ec,a24e36c7c4cc70bc6ef55969d4078a12,c8d1c328f00399577ab3b3629ec90249

skint-esne,4068059,branch_commit,2023-11-06T15:38:24,,2.5638871,0.0074601,11.1466752,3.8000843,start 2018-03-23 00:59:00,end 2018-08-04 23:59:00,2.1096496,0.008411,6.8657088,3.0880452,start 2018-02-24 01:59:00,end 2018-08-11 00:59:00,1,60,sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,2,28,37,30,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,2bd86fb5dd551e829c51d84307e18472,5f6963fa0033b4328ffd092283c7969e,7897560da77dea7bd205479e9a96790b,95c3db75ead4c3d046348a18624c39de,a94c5a52087814beb68e53164878b8c8,58e8b20c8c7fbb8a0ef6d496d0fca364,d75f94f4faa6d5b0a52e6e4286398dfa,7234b769b0406eba54b493d221b76a1d,56717d335e824e62469e26821b438442,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,5d5702a88dc582dbe54c2ebb76c9b218,ded5c5ddc6bc143258b20bfd83c37c4f,803dea85bc63eed422a48d86e3d27575,a71c41977f231563d1490c414c232fd1,74913fb30fe667030d2f26c329ef48ec,a24e36c7c4cc70bc6ef55969d4078a12,c8d1c328f00399577ab3b3629ec90249

minus-good,3424c39,branch_commit,2023-11-06T15:37:57,,2.3731374,0.0074622,6.9668954,3.4782584,start 2018-03-23 00:59:00,end 2018-08-04 23:59:00,1.5723615,0.0082335,4.1852768,2.2752918,start 2018-02-24 01:59:00,end 2018-09-01 00:59:00,1,60,sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,2,21,37,30,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,2bd86fb5dd551e829c51d84307e18472,5f6963fa0033b4328ffd092283c7969e,7897560da77dea7bd205479e9a96790b,95c3db75ead4c3d046348a18624c39de,11a5194e9fb1df37c75d8076d0526b61,f06a6abf839e47045b7b3002746a5b89,4c84b0af0300ffca9cac64d47e74bd63,7234b769b0406eba54b493d221b76a1d,56717d335e824e62469e26821b438442,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,5d5702a88dc582dbe54c2ebb76c9b218,ded5c5ddc6bc143258b20bfd83c37c4f,803dea85bc63eed422a48d86e3d27575,a71c41977f231563d1490c414c232fd1,74913fb30fe667030d2f26c329ef48ec,a24e36c7c4cc70bc6ef55969d4078a12,c8d1c328f00399577ab3b3629ec90249

non-U-iota,9c2cb38,branch_commit,2023-11-06T15:37:29,,2.2242417,0.0074647,5.9911408,3.277451,start 2018-03-23 00:59:00,end 2018-08-04 23:59:00,1.8227791,0.0083571,6.0728741,2.6584928,start 2018-02-24 01:59:00,end 2018-08-25 00:59:00,1,60,sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,2,14,37,30,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,2bd86fb5dd551e829c51d84307e18472,5f6963fa0033b4328ffd092283c7969e,7897560da77dea7bd205479e9a96790b,95c3db75ead4c3d046348a18624c39de,570b1dfee6a6cc7b765ade9bb6f1d63a,1aea06900ac557ffce6a2d304550cf20,a2627845e4ee08806feba029546560f5,7234b769b0406eba54b493d221b76a1d,56717d335e824e62469e26821b438442,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,5d5702a88dc582dbe54c2ebb76c9b218,ded5c5ddc6bc143258b20bfd83c37c4f,803dea85bc63eed422a48d86e3d27575,a71c41977f231563d1490c414c232fd1,74913fb30fe667030d2f26c329ef48ec,a24e36c7c4cc70bc6ef55969d4078a12,c8d1c328f00399577ab3b3629ec90249

ghast-weep,e6ab2d7,branch_commit,2023-11-06T15:37:01,,1.1275256,0.0074661,0.9870421,1.640868,start 2018-03-23 00:59:00,end 2018-08-04 23:59:00,0.6347054,0.0082235,0.4848558,0.9092805,start 2018-02-24 01:59:00,end 2018-09-02 00:59:00,1,60,sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,2,10,37,30,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,2bd86fb5dd551e829c51d84307e18472,5f6963fa0033b4328ffd092283c7969e,7897560da77dea7bd205479e9a96790b,95c3db75ead4c3d046348a18624c39de,3f0ad73b0c96d55dca8711e798b222ae,66d160abad449eb04b851baa676cb2f8,e23c3bc622afcaf6bc21732ca0b6c497,7234b769b0406eba54b493d221b76a1d,56717d335e824e62469e26821b438442,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,5d5702a88dc582dbe54c2ebb76c9b218,ded5c5ddc6bc143258b20bfd83c37c4f,803dea85bc63eed422a48d86e3d27575,a71c41977f231563d1490c414c232fd1,74913fb30fe667030d2f26c329ef48ec,a24e36c7c4cc70bc6ef55969d4078a12,c8d1c328f00399577ab3b3629ec90249

dumpy-fess,ceb1823,branch_commit,2023-11-06T15:36:36,,2.6572317,0.0074593,9.6917864,3.9201183,start 2018-03-23 00:59:00,end 2018-08-04 23:59:00,1.7692673,0.0082374,5.9748339,2.5710153,start 2018-02-24 01:59:00,end 2018-09-01 00:59:00,1,60,sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,2,7,37,30,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,2bd86fb5dd551e829c51d84307e18472,5f6963fa0033b4328ffd092283c7969e,7897560da77dea7bd205479e9a96790b,95c3db75ead4c3d046348a18624c39de,51a523edcf3e96a3a76a12586f8e3506,ef340c6c5edbe3b94f438b05ef652ba9,8803d6ae94810956af844a277d38e6ce,7234b769b0406eba54b493d221b76a1d,56717d335e824e62469e26821b438442,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,5d5702a88dc582dbe54c2ebb76c9b218,ded5c5ddc6bc143258b20bfd83c37c4f,803dea85bc63eed422a48d86e3d27575,a71c41977f231563d1490c414c232fd1,74913fb30fe667030d2f26c329ef48ec,a24e36c7c4cc70bc6ef55969d4078a12,c8d1c328f00399577ab3b3629ec90249

legal-vies,018396e,branch_commit,2023-11-06T15:36:10,,1.1545791,0.0074635,1.0682737,1.6802275,start 2018-03-23 00:59:00,end 2018-08-04 23:59:00,0.8481764,0.0082223,0.8938761,1.2195554,start 2018-02-24 01:59:00,end 2018-09-02 00:59:00,1,60,sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,2,5,37,30,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,2bd86fb5dd551e829c51d84307e18472,5f6963fa0033b4328ffd092283c7969e,7897560da77dea7bd205479e9a96790b,95c3db75ead4c3d046348a18624c39de,6a50ec0327beb5a76472b4ee85bd7be5,b2ef5d932cebf25b60177baaa0b212f5,ef0cee9dba220d2f5043f2a1a62ecdf2,7234b769b0406eba54b493d221b76a1d,56717d335e824e62469e26821b438442,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,5d5702a88dc582dbe54c2ebb76c9b218,ded5c5ddc6bc143258b20bfd83c37c4f,803dea85bc63eed422a48d86e3d27575,a71c41977f231563d1490c414c232fd1,74913fb30fe667030d2f26c329ef48ec,a24e36c7c4cc70bc6ef55969d4078a12,c8d1c328f00399577ab3b3629ec90249

store-aqua,27a9da5,branch_commit,2023-11-06T15:35:40,,1.5662789,0.0074596,1.6353344,2.2849646,start 2018-03-23 00:59:00,end 2018-08-04 23:59:00,1.1395539,0.0082371,1.3382222,1.6437147,start 2018-02-24 01:59:00,end 2018-09-01 00:59:00,1,60,sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,2,3,37,30,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,2bd86fb5dd551e829c51d84307e18472,5f6963fa0033b4328ffd092283c7969e,7897560da77dea7bd205479e9a96790b,95c3db75ead4c3d046348a18624c39de,fb81d567bc761e648d282af3ee3b18ea,908ec4cfa898199b88772edd0bbe0703,954dcc6fea5b7ac64fba572d1ca94ece,7234b769b0406eba54b493d221b76a1d,56717d335e824e62469e26821b438442,dee9fb2aace0c71b6795403763cf6ceb,9324afadb93349dca55c9dc1fe2ed80f,553b26c7b7bb776d90941fdf714fdc46,5d5702a88dc582dbe54c2ebb76c9b218,ded5c5ddc6bc143258b20bfd83c37c4f,803dea85bc63eed422a48d86e3d27575,a71c41977f231563d1490c414c232fd1,74913fb30fe667030d2f26c329ef48ec,a24e36c7c4cc70bc6ef55969d4078a12,c8d1c328f00399577ab3b3629ec90249

