Experiment,rev,typ,Created,parent,State,sharpe_ratio,stdev,general.timeframe,general.asset,general.tfmin,general.performance_stat,general.datapath,general.raw_data,strategy.param.path,wf.param.path,wf.train_length,wf.test_length,master\data-raw\train_3mln.csv,master\data-wip\01_converted_to_xts.rds,master\data-wip\1\10\02_downsampled.rds,master\data-wip\1\10\03_precalculated.rds,master\data-wip\1\10\04_positions.rds,master\data-wip\1\10\05_pnl.rds,master\data-wip\1\10\06_wf_indexes.rds,master\data-wip\1\10\07_wf_metrics.rds,master\data-wip\1\10\08_wf_best_params.rds,master\data-wip\1\15\02_downsampled.rds,master\data-wip\1\15\03_precalculated.rds,master\data-wip\1\15\04_positions.rds,master\data-wip\1\15\05_pnl.rds,master\data-wip\1\15\06_wf_indexes.rds,master\data-wip\1\15\07_wf_metrics.rds,master\data-wip\1\15\08_wf_best_params.rds,master\data-wip\1\1\02_downsampled.rds,master\data-wip\1\1\03_precalculated.rds,master\data-wip\1\1\04_positions.rds,master\data-wip\1\1\05_pnl.rds,master\data-wip\1\1\06_wf_indexes.rds,master\data-wip\1\1\07_wf_metrics.rds,master\data-wip\1\1\08_wf_best_params.rds,master\data-wip\1\30\02_downsampled.rds,master\data-wip\1\30\03_precalculated.rds,master\data-wip\1\30\04_positions.rds,master\data-wip\1\30\05_pnl.rds,master\data-wip\1\30\06_wf_indexes.rds,master\data-wip\1\30\07_wf_metrics.rds,master\data-wip\1\30\08_wf_best_params.rds,master\data-wip\1\5\02_downsampled.rds,master\data-wip\1\5\03_precalculated.rds,master\data-wip\1\5\04_positions.rds,master\data-wip\1\5\05_pnl.rds,master\data-wip\1\5\06_wf_indexes.rds,master\data-wip\1\5\07_wf_metrics.rds,master\data-wip\1\5\08_wf_best_params.rds,master\data-wip\1\60\02_downsampled.rds,master\data-wip\1\60\03_precalculated.rds,master\data-wip\1\60\04_positions.rds,master\data-wip\1\60\05_pnl.rds,master\data-wip\1\60\06_wf_indexes.rds,master\data-wip\1\60\07_wf_metrics.rds,master\data-wip\1\60\08_wf_best_params.rds,master\rcode\01_convert_to_xts.R,master\rcode\06_wf_calculate_indexes.R,master\rcode\07_wf_calculate_metrics.r,master\rcode\08_wf_select_best_params.r,master\rcode\09_wf_eval_test.R,master\rcode\logic\WfHelper.r,master\rcode\logic\strategy.r,master\rcode\logic\strategy_param.yaml
suave-teat,c8c4d06,branch_commit,2023-10-11T17:30:03,,,-2.6815921,0.002332,"[1, 10, 15]",1,5,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,21,14,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1b7d426661dbf6b3701dfd25c1a980e0,85f812b2802c619cb6e26a1d4198f902,31e4ec912c9ddf4f32b135e2ed4c12cf,f338f5c8c8305e9a8a5a628d84b56785,740a3dd652d301de052cd120895b06de,d85965c8859d5045e8ace1bb7761b9f8,488c94384f5d629983824e5d46af0021,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

dishy-bump,e014a45,branch_commit,2023-10-11T17:29:36,,,-2.5778073,0.0023284,"[1, 10, 15]",1,5,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,21,10,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1b7d426661dbf6b3701dfd25c1a980e0,85f812b2802c619cb6e26a1d4198f902,31e4ec912c9ddf4f32b135e2ed4c12cf,f338f5c8c8305e9a8a5a628d84b56785,bc3282a987035dd4151d2e147c5af776,4e13d20138bb5f2c3b5068d4db00a925,259e10023007227356cf49bfe8120034,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

twill-tare,cc1b8cb,branch_commit,2023-10-11T17:29:12,,,-2.6677294,0.0023034,"[1, 10, 15]",1,5,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,21,7,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1b7d426661dbf6b3701dfd25c1a980e0,85f812b2802c619cb6e26a1d4198f902,31e4ec912c9ddf4f32b135e2ed4c12cf,f338f5c8c8305e9a8a5a628d84b56785,fe2301c837b15b1ad85460c64d74b39b,5bf418b112b60cebcd42fc63d020d4d4,26d41e1d9112e847aafa12ba361b1d29,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

molar-seed,2d861a7,branch_commit,2023-10-11T17:28:46,,,-2.6991562,0.002304,"[1, 10, 15]",1,5,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,21,5,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1b7d426661dbf6b3701dfd25c1a980e0,85f812b2802c619cb6e26a1d4198f902,31e4ec912c9ddf4f32b135e2ed4c12cf,f338f5c8c8305e9a8a5a628d84b56785,a9c2be4284a242c00855f7d5af9a6d13,e2cf93cf75bfb6d01a21c2c4dabf4169,dfd9a2c4efbafead85ee7899238f8d78,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

comfy-rues,4fc570d,branch_commit,2023-10-11T17:28:19,,,-2.1781839,0.0022926,"[1, 10, 15]",1,5,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,21,3,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1b7d426661dbf6b3701dfd25c1a980e0,85f812b2802c619cb6e26a1d4198f902,31e4ec912c9ddf4f32b135e2ed4c12cf,f338f5c8c8305e9a8a5a628d84b56785,01c3cfce0673d0046a795c5016ec2eb7,6e00f3fc9f51b9138db7b4aee5583311,ade81a9fd678ce599d2a398c58dc57c4,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

sonic-juts,52bafc2,branch_commit,2023-10-11T17:27:48,,,-2.4108967,0.0022887,"[1, 10, 15]",1,5,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,21,2,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1b7d426661dbf6b3701dfd25c1a980e0,85f812b2802c619cb6e26a1d4198f902,31e4ec912c9ddf4f32b135e2ed4c12cf,f338f5c8c8305e9a8a5a628d84b56785,9461c23e1bd0aa11f2386138205ee4c7,6e818415ca9d158784f2cabfa632e4a1,a7963279901bed0015ca52a91bd1d38f,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

minim-suds,228facf,branch_commit,2023-10-11T17:27:12,,,-2.693915,0.0022894,"[1, 10, 15]",1,5,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,21,1,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1b7d426661dbf6b3701dfd25c1a980e0,85f812b2802c619cb6e26a1d4198f902,31e4ec912c9ddf4f32b135e2ed4c12cf,f338f5c8c8305e9a8a5a628d84b56785,ea9a6733e170f3260892b4a17f60f42c,5e181f8b6b65d356a36ce14ce7161b1b,1910132430222d9720754e14e488c1aa,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

mural-rins,3c2c1be,branch_commit,2023-10-11T17:26:18,,,-1.879122,0.0022928,"[1, 10, 15]",1,5,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,14,14,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1b7d426661dbf6b3701dfd25c1a980e0,85f812b2802c619cb6e26a1d4198f902,31e4ec912c9ddf4f32b135e2ed4c12cf,f338f5c8c8305e9a8a5a628d84b56785,6a0e3069e73b54cf32f6abc3ff80e168,cb414d5ad514ba9ccf7f51264c790e79,84cea62ea7ee6bdfa35b357f9b9c7b03,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

heigh-waft,e1a3796,branch_commit,2023-10-11T17:25:53,,,-2.2983898,0.0023006,"[1, 10, 15]",1,5,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,14,10,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1b7d426661dbf6b3701dfd25c1a980e0,85f812b2802c619cb6e26a1d4198f902,31e4ec912c9ddf4f32b135e2ed4c12cf,f338f5c8c8305e9a8a5a628d84b56785,5d27670afb915ef172aefaaa1d35d6cd,0690cc20b80e09c33a9853dcff756f71,76839971d7fc049150ba6caedca24ace,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

moral-duad,dc6c33a,branch_commit,2023-10-11T17:25:26,,,-1.6613622,0.0022917,"[1, 10, 15]",1,5,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,14,7,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1b7d426661dbf6b3701dfd25c1a980e0,85f812b2802c619cb6e26a1d4198f902,31e4ec912c9ddf4f32b135e2ed4c12cf,f338f5c8c8305e9a8a5a628d84b56785,961f6dd2aaefa5f3b34e4f234660534c,3f1207c833a1fe17a20aafffab84b09c,673b3cc44edc2cd48fb3e4a31ee592f9,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

rusty-hake,e2c3ba7,branch_commit,2023-10-11T17:25:03,,,-2.0889486,0.0022777,"[1, 10, 15]",1,5,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,14,5,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1b7d426661dbf6b3701dfd25c1a980e0,85f812b2802c619cb6e26a1d4198f902,31e4ec912c9ddf4f32b135e2ed4c12cf,f338f5c8c8305e9a8a5a628d84b56785,cc8387d37dc812aeeb02a6323514ba27,5cca9a1b49b58436d557cf9ca01d1097,9a56462bfdcf632041d8d6d68df049fc,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

oiled-nims,86a93b8,branch_commit,2023-10-11T17:24:36,,,-2.4845743,0.0022885,"[1, 10, 15]",1,5,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,14,3,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1b7d426661dbf6b3701dfd25c1a980e0,85f812b2802c619cb6e26a1d4198f902,31e4ec912c9ddf4f32b135e2ed4c12cf,f338f5c8c8305e9a8a5a628d84b56785,f289868bfd2bb32b95952215cd88fb86,1518446c7f4e415885913a259b869b3c,9108ef1742845c8b5825b6e3f10f6d7e,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

ahull-fibs,36904ca,branch_commit,2023-10-11T17:24:09,,,-2.7514543,0.0022833,"[1, 10, 15]",1,5,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,14,2,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1b7d426661dbf6b3701dfd25c1a980e0,85f812b2802c619cb6e26a1d4198f902,31e4ec912c9ddf4f32b135e2ed4c12cf,f338f5c8c8305e9a8a5a628d84b56785,9fa1d589983d28f2084f45bcb294200e,4b04b6c1bbc7d70609b2ff5098e5c456,3273fe982c9468453736c7731603f2e6,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

tarot-bice,ea00727,branch_commit,2023-10-11T17:23:37,,,-2.8955155,0.0022798,"[1, 10, 15]",1,5,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,14,1,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1b7d426661dbf6b3701dfd25c1a980e0,85f812b2802c619cb6e26a1d4198f902,31e4ec912c9ddf4f32b135e2ed4c12cf,f338f5c8c8305e9a8a5a628d84b56785,465f868bb7d4df75e39626457a2a133a,98ef646855dc46862bf056501bf1c3b0,0607841c5e19d92a449117a31281ebe4,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

weepy-jeer,0b51f9b,branch_commit,2023-10-11T17:22:57,,,-3.124186,0.0023299,"[1, 10, 15]",1,5,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,10,14,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1b7d426661dbf6b3701dfd25c1a980e0,85f812b2802c619cb6e26a1d4198f902,31e4ec912c9ddf4f32b135e2ed4c12cf,f338f5c8c8305e9a8a5a628d84b56785,4b5683f83a4643303daeadec877a3d1b,25994375e94ce8cce9c3634944bc0602,51c3105f0f2b825e2c5847a190d30872,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

ready-whop,9cf2983,branch_commit,2023-10-11T17:22:35,,,-2.5940839,0.0023392,"[1, 10, 15]",1,5,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,10,10,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1b7d426661dbf6b3701dfd25c1a980e0,85f812b2802c619cb6e26a1d4198f902,31e4ec912c9ddf4f32b135e2ed4c12cf,f338f5c8c8305e9a8a5a628d84b56785,a9d2289a0b51a754a84ea5069ce9023e,de9cbca00771ed5ccd7626afe638ae06,39a99c60108cadea91e6993e95d9b17c,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

comic-orle,f596c4c,branch_commit,2023-10-11T17:22:14,,,-3.0848492,0.0022971,"[1, 10, 15]",1,5,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,10,7,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1b7d426661dbf6b3701dfd25c1a980e0,85f812b2802c619cb6e26a1d4198f902,31e4ec912c9ddf4f32b135e2ed4c12cf,f338f5c8c8305e9a8a5a628d84b56785,1c7868d88ab37960c87ee0ab815e9e22,f01c7c354045350019a9cce0a8fc420e,4282ae5effef6f55e007aa791f8a4a22,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

hilly-drop,8f2db06,branch_commit,2023-10-11T17:21:53,,,-2.50736,0.0023144,"[1, 10, 15]",1,5,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,10,5,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1b7d426661dbf6b3701dfd25c1a980e0,85f812b2802c619cb6e26a1d4198f902,31e4ec912c9ddf4f32b135e2ed4c12cf,f338f5c8c8305e9a8a5a628d84b56785,3e84b91b9ea8318bcec5ac383f834080,a8542889f93d1a9ddb115a8ef6d33488,d53bc4f7d9f199fa019038dac57649dc,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

dotty-teds,f811291,branch_commit,2023-10-11T17:21:29,,,-2.8887165,0.0022964,"[1, 10, 15]",1,5,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,10,3,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1b7d426661dbf6b3701dfd25c1a980e0,85f812b2802c619cb6e26a1d4198f902,31e4ec912c9ddf4f32b135e2ed4c12cf,f338f5c8c8305e9a8a5a628d84b56785,1e0b9914449d79290badb74b3b166632,06697f4b67e40bbd3373e4e66c21e192,cac31cdeb196099f0079569da4e0957f,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

non-U-peel,780296a,branch_commit,2023-10-11T17:21:03,,,-2.333807,0.0022996,"[1, 10, 15]",1,5,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,10,2,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1b7d426661dbf6b3701dfd25c1a980e0,85f812b2802c619cb6e26a1d4198f902,31e4ec912c9ddf4f32b135e2ed4c12cf,f338f5c8c8305e9a8a5a628d84b56785,82c50a81387b10f024b4cfec7f98c1bd,a4eaf5499f732ce817a73a274517495f,7bb524dda17ff4df9c6d857e7b70bf46,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

honey-mold,f0a5a47,branch_commit,2023-10-11T17:20:36,,,-2.6005702,0.0022951,"[1, 10, 15]",1,5,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,10,1,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1b7d426661dbf6b3701dfd25c1a980e0,85f812b2802c619cb6e26a1d4198f902,31e4ec912c9ddf4f32b135e2ed4c12cf,f338f5c8c8305e9a8a5a628d84b56785,2e319dabef51b139426e966525d36a20,7bd55a4540724e7e747efbd05c476594,e88c5583e9d9ab96310d3d0048af6d14,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

gusty-alga,ffe1c0d,branch_commit,2023-10-11T17:20:00,,,-2.395735,0.0023635,"[1, 10, 15]",1,5,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,7,14,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1b7d426661dbf6b3701dfd25c1a980e0,85f812b2802c619cb6e26a1d4198f902,31e4ec912c9ddf4f32b135e2ed4c12cf,f338f5c8c8305e9a8a5a628d84b56785,03c3b0f497fc8ad80b13000c17eb5a1f,d6a23291f5d52d4c97de22b8300a9b47,a83987494dba918ebc97cb564870a426,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

whity-fids,198e4bc,branch_commit,2023-10-11T17:19:38,,,-3.4589071,0.0023368,"[1, 10, 15]",1,5,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,7,10,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1b7d426661dbf6b3701dfd25c1a980e0,85f812b2802c619cb6e26a1d4198f902,31e4ec912c9ddf4f32b135e2ed4c12cf,f338f5c8c8305e9a8a5a628d84b56785,aeb848351f8c727fe6bb5336217bc14f,a1c020d2d19e9e56753236ef0235b815,5438686b7884e0708afb0b6a72852eeb,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

