Experiment,rev,typ,Created,parent,State,sharpe_ratio,stdev,general.timeframe,general.asset,general.tfmin,general.performance_stat,general.datapath,general.raw_data,strategy.param.path,wf.param.path,wf.train_length,wf.test_length,master\data-raw\train_3mln.csv,master\data-wip\01_converted_to_xts.rds,master\data-wip\1\10\02_downsampled.rds,master\data-wip\1\10\03_precalculated.rds,master\data-wip\1\10\04_positions.rds,master\data-wip\1\10\05_pnl.rds,master\data-wip\1\10\06_wf_indexes.rds,master\data-wip\1\10\07_wf_metrics.rds,master\data-wip\1\10\08_wf_best_params.rds,master\data-wip\1\15\02_downsampled.rds,master\data-wip\1\15\03_precalculated.rds,master\data-wip\1\15\04_positions.rds,master\data-wip\1\15\05_pnl.rds,master\data-wip\1\15\06_wf_indexes.rds,master\data-wip\1\15\07_wf_metrics.rds,master\data-wip\1\15\08_wf_best_params.rds,master\data-wip\1\1\02_downsampled.rds,master\data-wip\1\1\03_precalculated.rds,master\data-wip\1\1\04_positions.rds,master\data-wip\1\1\05_pnl.rds,master\data-wip\1\1\06_wf_indexes.rds,master\data-wip\1\1\07_wf_metrics.rds,master\data-wip\1\1\08_wf_best_params.rds,master\data-wip\1\30\02_downsampled.rds,master\data-wip\1\30\03_precalculated.rds,master\data-wip\1\30\04_positions.rds,master\data-wip\1\30\05_pnl.rds,master\data-wip\1\30\06_wf_indexes.rds,master\data-wip\1\30\07_wf_metrics.rds,master\data-wip\1\30\08_wf_best_params.rds,master\data-wip\1\5\02_downsampled.rds,master\data-wip\1\5\03_precalculated.rds,master\data-wip\1\5\04_positions.rds,master\data-wip\1\5\05_pnl.rds,master\data-wip\1\5\06_wf_indexes.rds,master\data-wip\1\5\07_wf_metrics.rds,master\data-wip\1\5\08_wf_best_params.rds,master\data-wip\1\60\02_downsampled.rds,master\data-wip\1\60\03_precalculated.rds,master\data-wip\1\60\04_positions.rds,master\data-wip\1\60\05_pnl.rds,master\data-wip\1\60\06_wf_indexes.rds,master\data-wip\1\60\07_wf_metrics.rds,master\data-wip\1\60\08_wf_best_params.rds,master\rcode\01_convert_to_xts.R,master\rcode\06_wf_calculate_indexes.R,master\rcode\07_wf_calculate_metrics.r,master\rcode\08_wf_select_best_params.r,master\rcode\09_wf_eval_test.R,master\rcode\logic\WfHelper.r,master\rcode\logic\strategy.r,master\rcode\logic\strategy_param.yaml
chirk-send,f9314d8,branch_commit,2023-10-11T17:49:23,,,-0.4021792,0.004006,"[1, 10, 15]",1,15,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,14,5,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,800ca7348eb0200155e32a6afdee5df3,7cb60129b1c3b6882f272a2b8532cdd1,bd8d35c2bee9e69f51ce0a3561541e26,da332b318948ee991cc7a10ae92ae507,fbb7d9571d415f17ab2f9b4af430847d,2f51b69f831adb5e029f07cca4b34ca2,ca761fd4ac24da2ea999245a653a58cf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

molar-clog,7c25384,branch_commit,2023-10-11T17:49:03,,,-0.8441567,0.0039827,"[1, 10, 15]",1,15,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,14,3,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,800ca7348eb0200155e32a6afdee5df3,7cb60129b1c3b6882f272a2b8532cdd1,bd8d35c2bee9e69f51ce0a3561541e26,da332b318948ee991cc7a10ae92ae507,4d6fae490ec6d4f1a8f868cddcde21eb,9a1876ad8363fbcf400b5f282b696963,0f457a2e0906a63ba1d35fd6335c8249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

lousy-doit,5e8e36b,branch_commit,2023-10-11T17:48:43,,,-0.376795,0.003974,"[1, 10, 15]",1,15,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,14,2,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,800ca7348eb0200155e32a6afdee5df3,7cb60129b1c3b6882f272a2b8532cdd1,bd8d35c2bee9e69f51ce0a3561541e26,da332b318948ee991cc7a10ae92ae507,4773ae3d9f8ff9073cdaa07642b8cb48,7d8a86b968c45ddc96a906e1668ea9a5,f37d8a0b72a6018393dee81872618581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

balmy-quiz,7e64988,branch_commit,2023-10-11T17:48:20,,,-0.1024583,0.0039735,"[1, 10, 15]",1,15,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,14,1,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,800ca7348eb0200155e32a6afdee5df3,7cb60129b1c3b6882f272a2b8532cdd1,bd8d35c2bee9e69f51ce0a3561541e26,da332b318948ee991cc7a10ae92ae507,94a81fb0336c3bde60c42768dace8bcf,5271cda399e3baa9c45abcbcc7205084,cdb33adf215267eb24b82ce01186eadb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

azoic-cyma,31a1a40,branch_commit,2023-10-11T17:47:54,,,-0.6352102,0.0040413,"[1, 10, 15]",1,15,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,10,14,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,800ca7348eb0200155e32a6afdee5df3,7cb60129b1c3b6882f272a2b8532cdd1,bd8d35c2bee9e69f51ce0a3561541e26,da332b318948ee991cc7a10ae92ae507,9d78e0983e2ec5afb6e83e1de5df7e18,96312690b145a1533738ae3d785f83cf,a5f426315e50f55b08e681e838ddac0e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

modal-airs,3779593,branch_commit,2023-10-11T17:47:35,,,-0.1211801,0.0040616,"[1, 10, 15]",1,15,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,10,10,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,800ca7348eb0200155e32a6afdee5df3,7cb60129b1c3b6882f272a2b8532cdd1,bd8d35c2bee9e69f51ce0a3561541e26,da332b318948ee991cc7a10ae92ae507,ad603c19f41887a9a176cbd4668014f0,75a3438f24a6b24971782683f2cc407d,8f1bc15ca2723ca1522cdd861fad4c53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

withy-koas,afc6de5,branch_commit,2023-10-11T17:47:16,,,-0.5853901,0.0040421,"[1, 10, 15]",1,15,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,10,7,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,800ca7348eb0200155e32a6afdee5df3,7cb60129b1c3b6882f272a2b8532cdd1,bd8d35c2bee9e69f51ce0a3561541e26,da332b318948ee991cc7a10ae92ae507,5e835b633f8f82308be0372a041cd248,dfa7d636d54101a060f2b908049ecb94,d7fd284cf6fdd163dc8f7fd249644f2d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

inner-bots,a34a71b,branch_commit,2023-10-11T17:46:56,,,-0.3241332,0.0040205,"[1, 10, 15]",1,15,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,10,5,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,800ca7348eb0200155e32a6afdee5df3,7cb60129b1c3b6882f272a2b8532cdd1,bd8d35c2bee9e69f51ce0a3561541e26,da332b318948ee991cc7a10ae92ae507,256449ca241d3b6c7690e15faf7415cf,7c91955f9cc6a2c79e8c2849f3efdf75,6ee6412190ebbac46dc1d0ddf1573afd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

folio-puke,6b7ad68,branch_commit,2023-10-11T17:46:37,,,-0.3032906,0.0040104,"[1, 10, 15]",1,15,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,10,3,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,800ca7348eb0200155e32a6afdee5df3,7cb60129b1c3b6882f272a2b8532cdd1,bd8d35c2bee9e69f51ce0a3561541e26,da332b318948ee991cc7a10ae92ae507,fe615cd91e01d88bf338e32f45c6add4,b9c552370ae2e83dc90bf48824aed500,c1b0d44eca270df9ef7dcccea5edd5c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

unfed-corm,d8b285c,branch_commit,2023-10-11T17:46:14,,,-0.060134,0.003997,"[1, 10, 15]",1,15,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,10,2,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,800ca7348eb0200155e32a6afdee5df3,7cb60129b1c3b6882f272a2b8532cdd1,bd8d35c2bee9e69f51ce0a3561541e26,da332b318948ee991cc7a10ae92ae507,2712393f83cb331408bf89a149e2de36,3ec3f769422578c9e26a44d0c239509f,d0f5f3f72da164c5b2d2f6c56b37d048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

taunt-sums,affed7e,branch_commit,2023-10-11T17:45:51,,,-0.414444,0.0039958,"[1, 10, 15]",1,15,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,10,1,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,800ca7348eb0200155e32a6afdee5df3,7cb60129b1c3b6882f272a2b8532cdd1,bd8d35c2bee9e69f51ce0a3561541e26,da332b318948ee991cc7a10ae92ae507,885466ce7e43d8db11e2c7a3ff4add02,18e35c5a1038fb5fa5dbcbb5dae5fe56,36325491fc0ae313c096c7f4b9d77c8e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

gutsy-sous,e118110,branch_commit,2023-10-11T17:45:25,,,-1.2007249,0.0041032,"[1, 10, 15]",1,15,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,7,14,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,800ca7348eb0200155e32a6afdee5df3,7cb60129b1c3b6882f272a2b8532cdd1,bd8d35c2bee9e69f51ce0a3561541e26,da332b318948ee991cc7a10ae92ae507,f82d3d2cd86bccc4460a1fd1b6643b5d,b09840cb5e13e7c6b859e704f528fc8a,d693cd1fd2c0a387e95e1d986b08165a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

vatic-sech,23ccc7d,branch_commit,2023-10-11T17:45:05,,,-2.2722401,0.0040396,"[1, 10, 15]",1,15,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,7,10,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,800ca7348eb0200155e32a6afdee5df3,7cb60129b1c3b6882f272a2b8532cdd1,bd8d35c2bee9e69f51ce0a3561541e26,da332b318948ee991cc7a10ae92ae507,4965535cf2fc4cb50843e01dcafc4d37,d543f78f6a26e6ca0bf94b245f555e02,eea494d4662f83f6ab5187c8df8ca7d5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

guest-tote,6fd8380,branch_commit,2023-10-11T17:44:44,,,-0.5225258,0.0040452,"[1, 10, 15]",1,15,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,7,7,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,800ca7348eb0200155e32a6afdee5df3,7cb60129b1c3b6882f272a2b8532cdd1,bd8d35c2bee9e69f51ce0a3561541e26,da332b318948ee991cc7a10ae92ae507,151188d68763d98d8ad81129350d5607,a8735ee06a7e5d21380571f7fd6c3741,96024948b6ea1e4c7b2520f979f1b790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

gooey-rime,fcfba90,branch_commit,2023-10-11T17:44:14,,,-1.1785019,0.0040397,"[1, 10, 15]",1,15,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,7,5,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,800ca7348eb0200155e32a6afdee5df3,7cb60129b1c3b6882f272a2b8532cdd1,bd8d35c2bee9e69f51ce0a3561541e26,da332b318948ee991cc7a10ae92ae507,0c6ef189cf95451130ca38b1c9dd6289,35412f5f277cde3e1ef2831dcbf3fa69,499ce3b12f08caa5f78672d26ee2de82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

leafy-buoy,f31a1f2,branch_commit,2023-10-11T17:43:48,,,-0.7032083,0.0040445,"[1, 10, 15]",1,15,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,7,3,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,800ca7348eb0200155e32a6afdee5df3,7cb60129b1c3b6882f272a2b8532cdd1,bd8d35c2bee9e69f51ce0a3561541e26,da332b318948ee991cc7a10ae92ae507,cdcb6113a215f77af5cc486a74bf4148,ead0b8f43d5841c7b8b9dfd21f644910,ebf2fe73de104f0df440ef4ed120b774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

civil-farl,e31e518,branch_commit,2023-10-11T17:43:24,,,-1.1288272,0.0040393,"[1, 10, 15]",1,15,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,7,2,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,800ca7348eb0200155e32a6afdee5df3,7cb60129b1c3b6882f272a2b8532cdd1,bd8d35c2bee9e69f51ce0a3561541e26,da332b318948ee991cc7a10ae92ae507,0836f30eca7947a2c51de33ff4744396,bab4ac1f765798116e8f92d493d20107,48b96c9752ac1164e17622aba25c1aa3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

bland-jynx,fe505a3,branch_commit,2023-10-11T17:42:54,,,-1.1637716,0.0040303,"[1, 10, 15]",1,15,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,7,1,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,,,,,,,,800ca7348eb0200155e32a6afdee5df3,7cb60129b1c3b6882f272a2b8532cdd1,bd8d35c2bee9e69f51ce0a3561541e26,da332b318948ee991cc7a10ae92ae507,80eeb488646baccb4ba8ddc5400675ce,cc5153c5aab02f0ea2a71cadf877556f,8adff4f50391814da62385138b1f32df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

flush-robe,5c0c3fc,branch_commit,2023-10-11T17:42:22,,,-1.6513768,0.0032828,"[1, 10, 15]",1,10,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,21,14,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,c6fcc1a8bc48c1cbf46d98be4829870b,1a28f255a05b27bff50a6ee60fc02819,91270097ea0874794043b8fe461ea5b0,0a0c3215fc22d1521f38fe532b87b66c,364dd97ea8ccc23ad015a10624917d13,7c11bc3416dc359866c1737edf9d8cb9,96613907864aeebde2d47578add5906f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

chewy-tilt,3b89f1a,branch_commit,2023-10-11T17:41:54,,,-1.4019394,0.0032686,"[1, 10, 15]",1,10,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,21,10,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,c6fcc1a8bc48c1cbf46d98be4829870b,1a28f255a05b27bff50a6ee60fc02819,91270097ea0874794043b8fe461ea5b0,0a0c3215fc22d1521f38fe532b87b66c,e12e8dd5be6c16ba992d45378cb7582c,a2e089ee6138c449b8ba4d32a92aba68,7b9d32d29a85e483f4af64e323634f80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

kempt-smut,25db801,branch_commit,2023-10-11T17:41:27,,,-2.2942694,0.0032338,"[1, 10, 15]",1,10,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,21,7,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,c6fcc1a8bc48c1cbf46d98be4829870b,1a28f255a05b27bff50a6ee60fc02819,91270097ea0874794043b8fe461ea5b0,0a0c3215fc22d1521f38fe532b87b66c,57cc7ebcb85713cf6a9db8f6d9345649,7235120ff690e9a1276308ef5b8017d7,bee8c6897c6afd68315b7cf5b19c03d4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

bendy-gaze,7e68302,branch_commit,2023-10-11T17:41:03,,,-1.5239813,0.0032319,"[1, 10, 15]",1,10,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,21,5,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,c6fcc1a8bc48c1cbf46d98be4829870b,1a28f255a05b27bff50a6ee60fc02819,91270097ea0874794043b8fe461ea5b0,0a0c3215fc22d1521f38fe532b87b66c,b4077b98beaafdf57ebb461c26ae0f74,e7dcd5345f550eabe07e559562feb5c7,f202b985995faab47c07425b2dda86b3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

tinct-aune,bdea063,branch_commit,2023-10-11T17:40:39,,,-1.8612111,0.0032185,"[1, 10, 15]",1,10,calc_sharpe,./master/data-wip,master/data-raw/train_3mln.csv,master//rcode//logic/strategy_param.yaml,master//rcode//logic/WfHelper.yaml,21,3,8547116b4c2f178405fc33378286059f,1834af68e3acc1db39c01d42e4b23926,c6fcc1a8bc48c1cbf46d98be4829870b,1a28f255a05b27bff50a6ee60fc02819,91270097ea0874794043b8fe461ea5b0,0a0c3215fc22d1521f38fe532b87b66c,ae53a257b18d87c48380f45c2c56b0a2,3217eca432bcf7189d6df5ac0b0c2e85,f9af9ba1548364ae436a02016425b25b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c1d6b35c8a3a605a06ed32b66bb8577b,dee9fb2aace0c71b6795403763cf6ceb,4932e58351639034134937063b19c0ec,553b26c7b7bb776d90941fdf714fdc46,d6af9c598f385f5aec7e197d8c27b10d,86760c04058974ecfdbed3cdd504f1a5,f173c2d482df3a7e3f70c278b615f693,c8d1c328f00399577ab3b3629ec90249

